[((-0.44,0.06),64),((0.69,0.14),64),((-0.76,-0.05),64),((-0.74,-0.21),64)]|[(G.MAJOR,256)]|[55,55,57,57,67,74,74,74,74,67,67,67,69,79,79,79,79,79,79,79,79,83,83,83,83,79,79,79,79,86,86,86,86,86,86,86,86,69,69,69,85,85,86,86,93,93,93,93,93,93,93,93,93,93,93,91,91,91,91,91,91,91,93,93]|[(55,8),(57,8),(67,4),(74,16),(67,12),(69,4),(79,32),(83,16),(79,16),(86,32),(69,12),(85,8),(86,8),(93,44),(91,28),(93,8)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[8, 8, 4, 16, 12, 4, 32, 16, 16, 32, 12, 8, 8, 44, 28, 8], [[0, 256]], ((0, 0, 0), (93, 38, 7)), [0, 0, 0, 0, (0, 0)]]
[((-0.72,-0.06),64),((-0.46,0.67),64),((0.39,0.55),64),((0.64,-0.48),64)]|[(G.MAJOR,216),(b.minor,40)]|[95,95,95,86,86,86,86,86,86,86,86,86,86,86,86,86,86,64,67,67,81,81,83,83,83,83,83,83,100,100,100,100,100,52,86,86,86,86,86,86,86,86,88,88,88,88,88,82,81,79,79,79,79,79,79,79,79,71,71,71,71,71,71,71]|[(95,12),(86,56),(64,4),(67,8),(81,8),(83,24),(100,20),(52,4),(86,32),(88,20),(82,4),(81,4),(79,32),(71,28)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[12, 56, 4, 8, 8, 24, 20, 4, 32, 20, 4, 4, 32, 28], [[0, 256]], ((0, 0, 0), (100, -24, 0)), [0, 0, 0, 0, (0, 0)]]
[((-0.25,-0.69),64),((-0.19,-0.17),64),((-0.99,0.11),64),((-0.09,0.53),64)]|[(b.minor,116),(d.minor,52),(c.minor,16),(A.MAJOR,72)]|[71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,78,78,79,79,81,81,81,73,73,73,74,74,74,74,81,81,81,81,81,81,81,79,79,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,81,81,81,81,83,83,83,83]|[(71,72),(78,8),(79,8),(81,12),(73,12),(74,16),(81,28),(79,32),(78,36),(81,16),(83,16)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[72, 8, 8, 12, 12, 16, 28, 32, 36, 16, 16], [[0, 256]], ((0, 0, 0), (83, 12, -1)), [0, 0, 0, 0, (0, 0)]]
[((0.49,0.43),64),((0.34,0.82),64),((0.23,-0.83),64),((-0.38,0.66),64)]|[(A.MAJOR,256)]|[90,90,90,90,90,90,90,90,90,64,71,71,81,81,81,81,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,67,67,67,67,67,69,69,71,71,71,71,71,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69]|[(90,36),(64,4),(71,8),(81,16),(88,84),(67,20),(69,8),(71,20),(69,60)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[36, 4, 8, 16, 84, 20, 8, 20, 60], [[0, 256]], ((0, 0, 0), (90, -21, -1)), [0, 0, 1, 0, (0, 0)]]
[((-0.12,0.03),64),((0.78,-0.34),64),((-0.08,0.66),64),((0.24,-0.47),64)]|[(A.MAJOR,32),(D#.MAJOR,224)]|[69,69,69,69,69,64,64,64,67,67,67,67,67,66,66,64,64,62,62,62,59,59,59,59,59,59,83,83,83,78,78,78,78,78,78,78,67,67,67,67,67,67,69,69,71,71,71,71,71,69,69,69,69,69,69,69,69,69,69,69,73,73,73,73]|[(69,20),(64,12),(67,20),(66,8),(64,8),(62,12),(59,24),(83,12),(78,28),(67,24),(69,8),(71,20),(69,44),(73,16)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[20, 12, 20, 8, 8, 12, 24, 12, 28, 24, 8, 20, 44, 16], [[0, 256]], ((0, 0, 0), (83, 4, -3)), [0, 0, 0, 0, (0, 0)]]
[((0.06,0.62),64),((-0.28,0.65),64),((0.15,-0.78),64),((-0.61,-0.2),64)]|[(D#.MAJOR,32),(c.minor,16),(F#.MAJOR,40),(g#.minor,64),(a.minor,60),(C#.MAJOR,44)]|[73,73,73,73,73,64,64,64,67,67,67,67,67,66,66,66,66,66,66,61,63,63,63,63,70,70,70,68,68,68,75,75,75,75,75,75,75,64,64,64,64,64,64,64,76,76,76,76,76,74,74,74,74,74,74,74,74,74,74,74,74,71,71,71]|[(73,20),(64,12),(67,20),(66,24),(61,4),(63,16),(70,12),(68,12),(75,28),(64,28),(76,20),(74,48),(71,12)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[20, 12, 20, 24, 4, 16, 12, 12, 28, 28, 20, 48, 12], [[0, 256]], ((0, 0, 0), (76, -2, -3)), [0, 0, 0, 0, (0, 0)]]
[((-0.1,0.46),64),((0.07,-0.08),64),((-0.37,-0.45),64),((-0.34,0.57),64)]|[(C#.MAJOR,256)]|[71,71,71,67,69,69,69,69,69,69,76,76,76,76,76,74,74,72,76,76,76,74,74,74,74,74,74,74,74,71,71,71,71,71,71,67,72,72,72,71,71,69,69,69,76,76,76,74,74,72,76,76,76,74,74,74,74,74,74,74,74,71,71,71]|[(71,12),(67,4),(69,24),(76,20),(74,8),(72,4),(76,12),(74,32),(71,24),(67,4),(72,12),(71,8),(69,12),(76,12),(74,8),(72,4),(76,12),(74,32),(71,12)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[12, 4, 24, 20, 8, 4, 12, 32, 24, 4, 12, 8, 12, 12, 8, 4, 12, 32, 12], [[0, 256]], ((0, 0, 0), (76, 0, 1)), [0, 0, 0, 0, (0, 0)]]
[((-0.99,-0.15),64),((-0.9,-0.03),64),((0.22,-0.01),64),((-0.76,-0.09),64)]|[(C#.MAJOR,184),(D.MAJOR,72)]|[71,71,71,71,71,64,64,64,67,67,67,67,69,69,69,69,69,67,67,67,67,64,64,64,64,64,64,64,64,62,62,62,62,62,62,62,62,40,47,47,52,52,59,59,69,69,69,69,69,69,74,74,74,74,74,74,74,74,83,83,88,88,88,88]|[(71,20),(64,12),(67,16),(69,20),(67,16),(64,32),(62,32),(40,4),(47,8),(52,8),(59,8),(69,24),(74,32),(83,8),(88,16)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[20, 12, 16, 20, 16, 32, 32, 4, 8, 8, 8, 24, 32, 8, 16], [[0, 256]], ((0, 0, 0), (88, 17, -13)), [0, 0, 0, 0, (0, 0)]]
[((0.55,0.49),64),((-0.13,-0.87),64),((-0.8,-0.25),64),((0.51,0.39),64)]|[(e.minor,28),(f#.minor,20),(e.minor,16),(c#.minor,20),(f#.minor,64),(b.minor,52),(a.minor,24),(D.MAJOR,32)]|[88,88,88,88,88,52,54,54,73,73,73,73,76,76,76,76,76,73,73,73,73,73,78,78,78,73,73,73,86,86,86,85,85,83,83,81,83,83,83,83,83,83,83,83,83,74,74,73,73,71,71,69,69,64,69,69,69,67,71,71,71,64,69,69]|[(88,20),(52,4),(54,8),(73,16),(76,20),(73,20),(78,12),(73,12),(86,12),(85,8),(83,8),(81,4),(83,36),(74,8),(73,8),(71,8),(69,8),(64,4),(69,12),(67,4),(71,12),(64,4),(69,8)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[20, 4, 8, 16, 20, 20, 12, 12, 12, 8, 8, 4, 36, 8, 8, 8, 8, 4, 12, 4, 12, 4, 8], [[0, 256]], ((0, 0, 0), (88, -19, -3)), [0, 0, 0, 0, (0, 0)]]
[((0.33,-0.62),64),((-0.86,-0.26),64),((-0.06,0.78),64),((0.07,0.79),64)]|[(D.MAJOR,68),(a.minor,76),(C#.MAJOR,56),(a.minor,56)]|[71,71,71,69,69,69,69,69,69,69,69,66,74,74,74,73,73,71,71,69,76,76,81,81,81,81,81,81,81,81,81,81,81,81,81,76,79,79,79,79,79,79,81,81,83,83,83,83,83,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81]|[(71,12),(69,32),(66,4),(74,12),(73,8),(71,8),(69,4),(76,8),(81,52),(76,4),(79,24),(81,8),(83,20),(81,60)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[12, 32, 4, 12, 8, 8, 4, 8, 52, 4, 24, 8, 20, 60], [[0, 256]], ((0, 0, 0), (83, 10, 1)), [0, 0, 1, 1, (0, 0)]]
[((0.22,0.24),64),((0.17,-0.71),128),((-0.54,-0.59),64)]|[(a.minor,32),(G.MAJOR,52),(e.minor,116),(A.MAJOR,56)]|[81,81,81,81,81,76,76,76,79,79,79,79,79,78,78,76,76,74,74,74,71,71,83,83,83,76,78,78,78,76,76,76,76,76,76,71,79,79,79,79,79,79,81,81,83,83,83,83,83,81,81,81,81,81,81,81,81,81,81,76,85,85,85,85]|[(81,20),(76,12),(79,20),(78,8),(76,8),(74,12),(71,8),(83,12),(76,4),(78,12),(76,24),(71,4),(79,24),(81,8),(83,20),(81,40),(76,4),(85,16)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[20, 12, 20, 8, 8, 12, 8, 12, 4, 12, 24, 4, 24, 8, 20, 40, 4, 16], [[0, 256]], ((0, 0, 0), (85, 4, -4)), [0, 0, 1, 1, (0, 0)]]
[((-0.69,-0.2),64),((0.61,-0.08),64),((0.36,0.77),64),((0.23,-0.85),64)]|[(A.MAJOR,32),(c.minor,16),(F#.MAJOR,40),(g#.minor,76),(e.minor,92)]|[85,85,85,85,85,76,76,76,79,79,79,79,79,78,78,78,78,78,78,73,75,75,87,87,87,82,82,78,80,80,80,80,75,75,75,63,64,64,64,64,88,88,88,88,88,86,86,84,84,83,83,83,83,83,83,83,83,83,83,76,79,79,79,79]|[(85,20),(76,12),(79,20),(78,24),(73,4),(75,8),(87,12),(82,8),(78,4),(80,16),(75,12),(63,4),(64,16),(88,20),(86,8),(84,8),(83,40),(76,4),(79,16)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[20, 12, 20, 24, 4, 8, 12, 8, 4, 16, 12, 4, 16, 20, 8, 8, 40, 4, 16], [[0, 256]], ((0, 0, 0), (88, -6, -3)), [0, 0, 1, 1, (0, 0)]]
[((0.62,0.48),64),((-0.26,0.79),64),((-0.8,-0.28),64),((0.69,-0.63),64)]|[(e.minor,100),(G.MAJOR,92),(e.minor,40),(g.minor,24)]|[79,79,79,79,79,69,69,69,88,88,88,88,88,86,86,84,84,83,83,83,83,83,83,83,83,83,98,98,98,79,79,79,79,79,79,79,79,64,83,84,88,88,88,88,88,86,86,84,84,83,83,83,83,83,83,83,83,83,83,81,91,91,91,91]|[(79,20),(69,12),(88,20),(86,8),(84,8),(83,36),(98,12),(79,32),(64,4),(83,4),(84,4),(88,20),(86,8),(84,8),(83,40),(81,4),(91,16)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[20, 12, 20, 8, 8, 36, 12, 32, 4, 4, 4, 20, 8, 8, 40, 4, 16], [[0, 256]], ((0, 0, 0), (98, 12, -2)), [0, 0, 0, 0, (0, 0)]]
[((-0.55,0.48),64),((-0.35,0.69),128),((-0.28,-0.77),64)]|[(g.minor,16),(e.minor,20),(G.MAJOR,112),(A.MAJOR,108)]|[91,91,91,91,91,76,76,76,79,79,79,79,81,81,81,81,81,79,79,79,79,76,76,76,76,76,76,78,76,74,74,74,74,74,74,74,74,40,47,47,52,52,52,52,76,76,76,76,76,76,76,76,76,69,81,81,81,78,78,78,86,86,86,86]|[(91,20),(76,12),(79,16),(81,20),(79,16),(76,24),(78,4),(76,4),(74,32),(40,4),(47,8),(52,16),(76,36),(69,4),(81,12),(78,12),(86,16)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[20, 12, 16, 20, 16, 24, 4, 4, 32, 4, 8, 16, 36, 4, 12, 12, 16], [[0, 256]], ((0, 0, 0), (91, -5, -13)), [0, 0, 1, 1, (0, 0)]]
[((0.52,-0.64),64),((0.6,0.53),64),((-0.16,0.57),64),((-0.83,-0.08),64)]|[(A.MAJOR,8),(d.minor,24),(e.minor,208),(D.MAJOR,16)]|[86,86,86,86,86,86,86,86,86,83,83,83,83,81,83,83,84,84,84,83,83,83,83,79,83,83,84,84,84,83,83,83,83,83,83,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,81,81,81,81,64,93,93,93,86,86,86]|[(86,36),(83,16),(81,4),(83,8),(84,12),(83,16),(79,4),(83,8),(84,12),(83,28),(100,68),(81,16),(64,4),(93,12),(86,12)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[36, 16, 4, 8, 12, 16, 4, 8, 12, 28, 68, 16, 4, 12, 12], [[0, 256]], ((0, 0, 0), (100, 0, 2)), [0, 0, 0, 0, (0, 0)]]
[((-0.17,-0.7),64),((0.41,-0.66),64),((0.64,0.56),64),((-0.11,0.38),64)]|[(D.MAJOR,256)]|[86,81,81,81,81,81,81,81,83,83,83,83,83,83,84,84,86,86,86,83,83,83,83,81,81,81,98,98,98,96,96,95,96,96,96,96,96,96,96,83,86,86,86,86,86,85,85,85,85,81,81,81,83,83,83,76,76,76,76,76,76,76,76,64]|[(86,4),(81,28),(83,24),(84,8),(86,12),(83,16),(81,12),(98,12),(96,8),(95,4),(96,28),(83,4),(86,20),(85,16),(81,12),(83,12),(76,32),(64,4)]|[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]|[]|[[4, 28, 24, 8, 12, 16, 12, 12, 8, 4, 28, 4, 20, 16, 12, 12, 32, 4], [[0, 256]], ((0, 0, 0), (98, -22, 9)), [0, 0, 0, 0, (0, 0)]]
